price,bedrooms,bathrooms,addr,apt,lat,lng,zipcode
"6,414",2,2,70 Pine St,1406,41.9615586,-71.0255188,10005
"3,360",1,3,70 Pine St,5407,41.9615586,-71.0255188,10005
"4,897",1,1,70 Pine St,5402,41.9615586,-71.0255188,10005
"5,945",2,2,70 Pine St,4404,41.9615586,-71.0255188,10005
"3,500",1,1,50 Pine St,8FL11,42.6340903,-71.3287519,10005
"6,250",2,2,20 Pine St,1718,44.4797523,-73.2148957,10005
"3,495",1,4,20 Pine St,1509,44.4797523,-73.2148957,10005
"4,250",1,4,20 Pine St,1016,44.4797523,-73.2148957,10005
"3,000",1,4,20 Pine St,1009,44.4797523,-73.2148957,10005
"3,400",1,4,20 Pine St,2315,44.4797523,-73.2148957,10005
"6,350",2,2,20 Pine St,1713,44.4797523,-73.2148957,10005
"5,800",2,2,20 Pine St,2607,44.4797523,-73.2148957,10005
"5,200",1,1,20 Pine St,2505,44.4797523,-73.2148957,10005
"4,200",1,2,20 Pine St,2606,44.4797523,-73.2148957,10005
"3,200",1,2,20 Pine St,2010,44.4797523,-73.2148957,10005
"4,600",2,1,20 Pine St,605,44.4797523,-73.2148957,10005
"3,600",1,2,20 Pine St,915,44.4797523,-73.2148957,10005
"4,350",1,1,20 Pine St,710,44.4797523,-73.2148957,10005
"3,850",1,1,20 Pine St,612,44.4797523,-73.2148957,10005
"3,950",1,3,20 Pine St,2201,44.4797523,-73.2148957,10005
"4,095",1,1,21 West St,19E,40.7063636,-74.015617,10006
"2,895",1,1,21 West St,3G,40.7063636,-74.015617,10006
"3,195",1,3,88 Greenwich St,301,40.7077056,-74.0138816,10006
"3,000",1,7,88 Greenwich St,314,40.7077056,-74.0138816,10006
"3,200",1,5,88 Greenwich St,911,40.7077056,-74.0138816,10006
"2,995",1,1,88 Greenwich St,3003,40.7077056,-74.0138816,10006
"2,750",1,1,88 Greenwich St,529,40.7077056,-74.0138816,10006
"2,850",1,1,88 Greenwich St,1317,40.7077056,-74.0138816,10006
"3,495",1,1,88 Greenwich St,518,40.7077056,-74.0138816,10006
"2,950",1,4,88 Greenwich St,2603,40.7077056,-74.0138816,10006
"5,500",2,2,88 Greenwich St,1004,40.7077056,-74.0138816,10006
"6,000",1,1,50 West St,29C,40.7080103,-74.0149843,10006
"15,250",3,3,50 West St,11C,40.7080103,-74.0149843,10006
"19,500",4,4,50 West St,40C,40.7080103,-74.0149843,10006
"5,800",1,1,50 West St,27C,40.7080103,-74.0149843,10006
"8,200",2,2,50 West St,27A,40.7080103,-74.0149843,10006
"15,000",3,3,50 West St,22B,40.7080103,-74.0149843,10006
"20,000",4,4,50 West St,45C,40.7080103,-74.0149843,10006
"16,000",3,3,50 West St,34D,40.7080103,-74.0149843,10006
"14,995",3,3,50 West St,22C,40.7080103,-74.0149843,10006
"8,500",2,2,50 West St,37D,40.7080103,-74.0149843,10006
"10,500",3,3,50 West St,39A,40.7080103,-74.0149843,10006
"36,000",4,4,50 West St,58-B,40.7080103,-74.0149843,10006
"5,700",1,1,50 West St,21C,40.7080103,-74.0149843,10006
"6,100",1,1,50 West St,23C,40.7080103,-74.0149843,10006
"9,500",2,2,50 West St,35A,40.7080103,-74.0149843,10006
"18,500",3,3,50 West St,28C,40.7080103,-74.0149843,10006
"5,900",1,1,50 West St,18A,40.7080103,-74.0149843,10006
"12,495",3,3,50 West St,47A,40.7080103,-74.0149843,10006
"8,900",2,2,50 West St,45D,40.7080103,-74.0149843,10006
"10,000",1,2,50 West St,53-D,40.7080103,-74.0149843,10006
"23,600",4,4,50 West St,52-C,40.7080103,-74.0149843,10006
"9,500",6,2,110 Greenwich St,12BB,40.7087344,-74.0135875,10006
"5,995",3,1,110 Greenwich St,10AA,40.7087344,-74.0135875,10006
"3,300",1,1,120 Greenwich St,8D,40.7090072,-74.0133887,10006
"3,400",1,3,120 Greenwich St,11B,40.7090072,-74.0133887,10006
"6,800",2,2,123 Washington St,49F,40.7092191,-74.0137534,10006
"2,723",1,1,90 West St,3Y,40.709938,-74.0144023,10006
"2,815",1,2,90 West St,9X,40.709938,-74.0144023,10006
"3,415",1,1,90 West St,11C,40.709938,-74.0144023,10006
"3,300",1,1,90 West St,4-C,40.709938,-74.0144023,10006
"4,520",2,2,90 West St,2M,40.709938,-74.0144023,10006
"3,450",1,1,90 West St,3C,40.709938,-74.0144023,10006
"2,488",1,3,90 West St,14A,40.709938,-74.0144023,10006
"2,488",1,5,90 West St,20B,40.709938,-74.0144023,10006
"4,880",2,2,S End Ave and Liberty St,,40.7115341,-74.0157427,10006
"6,500",2,2,123 Washington St,53D,40.7381841,-74.0303961,10006
"8,000",2,2,123 Washington St,45B,40.7381841,-74.0303961,10006
"4,450",1,1,123 Washington St,39D,40.7381841,-74.0303961,10006
"7,395",2,2,123 Washington St,40B,40.7381841,-74.0303961,10006
"4,695",1,1,123 Washington St,38G,40.7381841,-74.0303961,10006
"5,500",1,1,123 Washington St,54G,40.7381841,-74.0303961,10006
"4,500",1,1,123 Washington St,41H,40.7381841,-74.0303961,10006
"7,500",2,2,123 Washington St,49B,40.7381841,-74.0303961,10006
"2,495",1,6,90 Washington St,20A,42.0834813,-71.0901652,10006
"2,825",1,1,90 Washington St,14C,42.0834813,-71.0901652,10006
"2,675",1,1,90 Washington St,7P,42.0834813,-71.0901652,10006
"4,125",3,1,90 Washington St,24M,42.0834813,-71.0901652,10006
"6,795",3,2,125 Cedar St,2N,42.5828929,-84.4531099,10006
"12,950",3,2,37 Warren St,7C,40.7142858,-74.0087434,10007
"6,850",1,1,153 Chambers St,3,40.7159798,-74.0099578,10007
"10,500",2,2,46 Warren St,2,40.7147319,-74.0087198,10007
"14,995",2,2,54 Warren St,4,40.7149183,-74.0090225,10007
"32,000",5,5,270 Broadway,PHB,40.7142311,-74.0068468,10007
"7,500",3,2,125 Church St,6L,43.0848609,-73.7911547,10007
"3,100",1,4,125 Church St,6M,43.0848609,-73.7911547,10007
"15,000",3,3,16 Warren St,5,40.714224,-74.007526,10007
"4,395",1,1,18 Vesey St,R40F,40.7119861,-74.0093676,10007
"5,995",2,2,18 Vesey St,22F,40.7119861,-74.0093676,10007
"19,995",3,2,30 Park Pl,40E,40.0403329,-77.540016,10007
"4,795",1,1,10 Barclay St,27H,40.7122637,-74.0091405,10007
"4,395",1,1,10 Barclay St,40F,40.7122637,-74.0091405,10007
"5,995",2,2,10 Barclay St,11B,40.7122637,-74.0091405,10007
"14,308",2,2,30 Park Pl,56D,40.7130997,-74.0090048,10007
"35,000",4,5,30 Park Pl,65A,40.7130997,-74.0090048,10007
"14,500",2,2,30 Park Pl,58D,40.7130997,-74.0090048,10007
"25,000",3,3,30 Park Pl,71B,40.7130997,-74.0090048,10007
"20,500",3,3,30 Park Pl,62B,40.7130997,-74.0090048,10007
"12,900",2,2,30 Park Pl,53D,40.7130997,-74.0090048,10007
"31,000",4,5,30 Park Pl,73A,40.7130997,-74.0090048,10007
"23,500",4,4,30 Park Pl,52A,40.7130997,-74.0090048,10007
"12,600",2,2,30 Park Pl,50B,40.7130997,-74.0090048,10007
"25,500",4,4,30 Park Pl,55A,40.7130997,-74.0090048,10007
"20,500",3,3,30 Park Pl,44D,40.7130997,-74.0090048,10007
"27,777",3,3,30 Park Pl,64B,40.7130997,-74.0090048,10007
"8,495",2,2,14 Murray St,3,40.7132851,-74.0083872,10007
"11,995",2,2,9 Murray St,12NE,40.7136425,-74.0079469,10007
"9,800",3,2,19 Warren St,4W,40.7138294,-74.0078486,10007
"9,450",3,3,25 Murray St,10E,40.7138634,-74.0083967,10007
"8,250",2,2,25 Murray St,2G,40.7138634,-74.0083967,10007
"7,800",2,3,25 Murray St,4J,40.7138634,-74.0083967,10007
"3,960",1,1,50 Murray St,919,40.7139998,-74.009564,10007
"4,570",1,1,50 Murray St,413,40.7139998,-74.009564,10007
"7,600",1,2,50 Murray St,306,40.7139998,-74.009564,10007
"7,900",2,2,50 Murray St,412,40.7139998,-74.009564,10007
"8,600",4,2,50 Murray St,903,40.7139998,-74.009564,10007
"5,500",1,1,50 Murray St,2102,40.7139998,-74.009564,10007
"15,000",3,3,100 Barclay St,15G,40.7141379,-74.0129036,10007
"11,000",3,2,80 Chambers St,12A,40.7144465,-74.0071171,10007
"3,800",2,1,90 Chambers St,5F,40.7144705,-74.0074319,10007
"8,400",4,2,90 Chambers St,2,40.7144705,-74.0074319,10007
"15,500",2,2,45 Warren St,1,40.7145007,-74.0090546,10007
"6,000",1,1,57 Reade St,10B,40.7148523,-74.0064365,10007
"4,600",1,1,57 Reade St,5D,40.7148523,-74.0064365,10007
"22,995",3,3,71 Reade St,PHB,40.714922,-74.0070262,10007
"5,950",2,1,73 Warren St,4,40.7149831,-74.0102029,10007
"33,000",4,4,60 Warren St,4,40.7150042,-74.0092947,10007
"6,870",3,2,79 Reade St,B4,40.7151516,-74.0074386,10007
"6,870",3,2,79 Reade St,4B,40.7151516,-74.0074386,10007
"3,850",1,1,275 Greenwich St,5B,40.7151628,-74.0108719,10007
"4,300",1,1,275 Greenwich St,9F,40.7151628,-74.0108719,10007
"7,175",3,2,89 Murray St,29711,40.7151704,-74.0116009,10007
"6,265",2,2,89 Murray St,29718,40.7151704,-74.0116009,10007
"7,995",5,2,311 Broadway,2BE,40.7156594,-74.0054313,10007
"17,000",3,2,311 Broadway,2A,40.7156594,-74.0054313,10007
"9,500",2,2,311 Broadway,7G,40.7156594,-74.0054313,10007
"5,480",1,1,105 Duane St,24132,40.7157928,-74.0058711,10007
"3,630",1,1,105 Duane St,23873,40.7157928,-74.0058711,10007
"3,010",1,1,105 Duane St,23901,40.7157928,-74.0058711,10007
"5,210",1,1,105 Duane St,24114,40.7157928,-74.0058711,10007
"4,040",1,1,105 Duane St,23976,40.7157928,-74.0058711,10007
"4,110",1,4,105 Duane St,24048,40.7157928,-74.0058711,10007
"7,345",2,2,105 Duane St,23950,40.7157928,-74.0058711,10007
"6,495",1,1,1 Thomas St,4B,40.7158194,-74.0049708,10007
"7,200",2,2,200 Chambers St,3D,40.7167519,-74.0123288,10007
"4,800",1,1,200 Chambers St,3P,40.7167519,-74.0123288,10007
"10,000",2,2,200 Chambers St,17C,40.7167519,-74.0123288,10007
"4,850",1,1,53 Park Pl,2J,43.3018808,-73.5863346,10007
"4,000",1,1,53 Park Pl,5H,43.3018808,-73.5863346,10007
"3,420",1,1,53 Park Pl,8H,43.3018808,-73.5863346,10007
"4,150",2,1,53 Park Pl,9E,43.3018808,-73.5863346,10007
"3,100",2,1,512 E 14th St,36,40.729816,-73.979705,10009
"3,250",2,1,220 Avenue A,B5,42.6417208,-94.6783738,10009
"6,295",4,2,175 Avenue B,4J,43.8904155,-85.4339475,10009
"3,671",1,1,185 Avenue B,5J,45.6283838,-95.3152566,10009
"3,000",1,2,185 Avenue B,6D,45.6283838,-95.3152566,10009
"5,295",3,2,185 Avenue B,3J,45.6283838,-95.3152566,10009
"8,000",2,2,525 E 12th St,PH,40.728772,-73.98,10009
"3,100",2,1,435 E 12th St,1,40.7295069,-73.9818092,10009
"2,800",1,1,424 E 10th St,7A,40.7251386,-73.9764307,10009
"5,595",3,2,510 E 11th St,2,40.7280395,-73.9812577,10009
"4,095",3,2,624 E 9th St,B2J,40.725637,-73.979332,10009
"3,400",2,1,119 Avenue A,5C,40.7264743,-73.9834882,10009
"3,500",1,1,104 Avenue B,2,42.5709639,-87.9339888,10009
"3,500",2,1,94 Avenue C,1,40.7236209,-73.9789444,10009
"2,500",1,1,316 E 3rd St,4C,41.5697855,-91.2596986,10009
"5,500",2,2,1 Avenue B,PHE,40.763368,-73.95924,10009
"2,995",1,1,66 Avenue A,3G,40.0533663,-75.1398726,10009
"2,500",2,1,543 E 5th St,3,40.2358235,-83.3604952,10009
"2,600",1,1,543 E 5th St,2,40.2358235,-83.3604952,10009
"2,400",1,1,14 Avenue A,516,40.6249565,-73.999009,10009
"4,400",2,2,285 E 3rd St,2,40.6448825,-73.9776864,10009
"3,900",2,1,275 E 7th St,1,40.6452355,-73.9727516,10009
"2,500",1,2,262 E 7th St,4,40.6456595,-73.9731389,10009
"4,100",3,2,230 E 7th St,2AA,40.6463844,-73.9735124,10009
"4,350",2,1,190 E 7th St,519,40.6472779,-73.9736744,10009
"2,795",2,1,178 E 7th St,2B,40.6474793,-73.9734818,10009
"2,950",1,1,168 E 7th St,1D,40.6475998,-73.9735054,10009
"2,295",1,1,97 E 7th St,3,40.6509606,-73.9747272,10009
"3,000",1,1,95 E 7th St,7,40.6509644,-73.974728,10009
"1,750",1,1,93 E 7th St,4R,40.6509682,-73.9747288,10009
"3,995",2,1,176 E 3rd St,1G,40.6538161,-82.3076442,10009
"2,095",1,3,153 Avenue A,14,40.6547421,-92.9919041,10009
"2,795",1,1,113 Saint Marks Pl,1E,40.68137,-73.9783193,10009
"3,400",2,1,103 Avenue A,3C,40.6855638,-73.8334203,10009
"3,650",2,1,E 3rd St and Ave B,,40.7226831,-73.9829783,10009
"3,495",1,1,101 Avenue D,7D,40.7233269,-73.9764504,10009
"5,000",2,2,399 E 8th St,8B,40.7239951,-73.976319,10009
"3,854",2,1,399 E 8th St,6A,40.7239951,-73.976319,10009
"5,644",4,2,116 Avenue C,19,40.7242916,-73.9784204,10009
"4,800",3,2,116 Avenue C,8,40.7242916,-73.9784204,10009
"3,925",3,1,512 E 5th St,,40.7244182,-73.9837833,10009
"4,150",2,1,E 6th St and Ave B,,40.7244971,-73.9816337,10009
"4,995",3,2,342 E 8th St,3AJ,40.7247368,-73.9789024,10009
"4,195",2,2,342 E 8th St,4G,40.7247368,-73.9789024,10009
"3,800",2,1,E 5th St and Ave A,,40.7248612,-73.98442,10009
"3,800",2,1,E 5th St and Ave A,,40.7248612,-73.98442,10009
"5,000",3,1,E 5th St and Ave A,,40.7248612,-73.98442,10009
"4,295",3,1,725 E 9th St,4G,40.7248876,-73.9766344,10009
"3,995",2,1,343 E 8th St,2A,40.7248918,-73.9785845,10009
"2,900",2,1,700 E 9th St,14,40.7250248,-73.9777969,10009
"2,850",2,1,630 E 9th St,7,40.72551,-73.979101,10009
"2,399",1,1,608 E 9th St,7,40.72584,-73.979882,10009
"2,450",1,1,E 10th St and Loisada Ave,,40.7258816,-73.9775455,10009
"2,900",1,1,604 E 9th St,2,40.7259807,-73.9800319,10009
"3,000",1,1,604 E 9th St,3,40.7259807,-73.9800319,10009
"2,600",2,1,63 Avenue D,3C,40.72601,-73.8676762,10009
"1,800",1,2,165 Avenue C,2B,40.726119,-73.9776558,10009
"3,295",1,1,379 E 10th St,5A,40.7263993,-73.9783486,10009
"3,195",1,1,379 E 10th St,1B,40.7263993,-73.9783486,10009
"6,000",4,2,636 E 11th St,,40.7266011,-73.9780159,10009
"3,149",2,1,361 E 10th St,43B,40.726643,-73.9788382,10009
"2,315",1,1,128 Saint Marks Pl,2B,40.7267272,-73.983675,10009
"2,240",1,1,128 Saint Marks Pl,3B,40.7267272,-73.983675,10009
"4,200",3,1,126 Saint Marks Pl,6,40.7267435,-73.9837841,10009
"5,000",1,1,645 E 11th St,1G,40.7267913,-73.9774433,10009
"2,700",2,1,122 Saint Marks Pl,3,40.7267935,-73.983906,10009
"3,295",2,1,185 Avenue C,3E,40.7268581,-73.9771425,10009
"2,475",2,1,620 E 11th St,14,40.726891,-73.978702,10009
"2,370",2,1,622 E 11th St,17,40.7269024,-73.9786516,10009
"3,850",1,1,115 Saint Marks Pl,7AJ,40.7270733,-73.983579,10009
"5,395",3,2,341 E 10th St,4J,40.7270891,-73.9800874,10009
"2,300",1,1,102 Saint Marks Pl,13,40.727137,-73.9846485,10009
"3,000",2,1,162 Avenue B,22,40.7271404,-73.9798745,10009
"6,395",4,2,111 Saint Marks Pl,2BJ,40.7271425,-73.9838328,10009
"5,250",3,2,111 Saint Marks Pl,F2J,40.7271425,-73.9838328,10009
"5,400",3,2,339 E 10th St,F2BJ,40.7271546,-73.9801496,10009
"2,320",1,1,98 Saint Marks Pl,2C,40.7271734,-73.9848389,10009
"6,250",4,2,619 E 11th St,AJ,40.7271764,-73.9783994,10009
"2,795",2,1,96 Saint Marks Pl,7,40.727188,-73.984927,10009
"5,900",3,2,617 E 11th St,C3,40.7271959,-73.9784875,10009
"2,750",1,1,109 Saint Marks Pl,2,40.7272131,-73.9838818,10009
"4,250",2,1,107 Saint Marks Pl,4B,40.7272635,-73.9840525,10009
"3,275",1,1,107 Saint Marks Pl,3H,40.7272635,-73.9840525,10009
"2,725",1,6,107 Saint Marks Pl,2A,40.7272635,-73.9840525,10009
"4,100",2,1,329 E 10th St,8C,40.7273102,-73.9805608,10009
"8,000",4,2,329 E 10th St,2,40.7273102,-73.9805608,10009
"2,895",2,1,611 E 11th St,5D,40.7273672,-73.9786665,10009
"3,200",1,1,445 E 9th St,4,40.7274432,-73.9828207,10009
"5,600",3,2,443 E 9th St,2,40.7275062,-73.9829468,10009
"3,495",2,1,422 E 9th St,2,40.7275882,-73.9838583,10009
"2,850",2,1,416 E 9th St,2R,40.7277034,-73.9841212,10009
"2,000",1,1,416 E 9th St,14,40.7277034,-73.9841212,10009
"2,239",2,1,431 E 9th St,5,40.7277767,-73.9833735,10009
"2,308",2,1,431 E 9th St,2,40.7277767,-73.9833735,10009
"2,890",1,1,520 E 11th St,5,40.727811,-73.980892,10009
"2,390",1,1,520 E 11th St,25,40.727811,-73.980892,10009
"2,790",1,1,520 E 11th St,4,40.727811,-73.980892,10009
"3,390",2,1,520 E 11th St,6,40.727811,-73.980892,10009
"2,990",1,1,520 E 11th St,18,40.727811,-73.980892,10009
"3,000",2,1,144 1st Ave,2,40.7279225,-73.9847675,10009
"2,795",1,1,284 E 10th St,4D,40.727942,-73.98294,10009
"2,400",1,1,417 E 9th St,10,40.7279742,-73.9838438,10009
"2,262",2,1,417 E 9th St,11,40.7279742,-73.9838438,10009
"2,400",2,1,417 E 9th St,3,40.7279742,-73.9838438,10009
"2,400",1,1,417 E 9th St,7,40.7279742,-73.9838438,10009
"2,700",1,1,278 E 10th St,2A,40.7280324,-73.9831808,10009
"3,500",2,1,E 12th St and Ave B,,40.7280977,-73.9789887,10009
"3,350",1,1,270 E 10th St,2,40.7281811,-73.9834874,10009
"6,000",4,2,165 Avenue A,8,40.728228,-73.982291,10009
"6,000",4,2,167 Avenue A,4J,40.7282578,-73.982193,10009
"3,400",2,1,500 E 11th St,4,40.7282881,-73.9816219,10009
"3,400",2,1,500 E 11th St,1,40.7282881,-73.9816219,10009
"2,550",1,1,500 E 11th St,18,40.7282881,-73.9816219,10009
"2,300",1,7,267 E 10th St,2,40.728422,-73.9831322,10009
"4,695",3,1,520 E 12th St,2A,40.7284932,-73.9803193,10009
"2,250",1,1,634 E 14th St,11,40.7285626,-73.9766276,10009
"2,075",1,1,259 E 10th St,16,40.7285899,-73.983414,10009
"2,325",1,1,259 E 10th St,14,40.7285899,-73.983414,10009
"5,500",3,2,533 E 12th St,6A,40.7285905,-73.9797262,10009
"3,100",1,1,533 E 12th St,5E,40.7285905,-73.9797262,10009
"4,495",2,2,533 E 12th St,PHA,40.7285905,-73.9797262,10009
"5,100",3,2,255 E 10th St,1F J,40.7286414,-73.9835903,10009
"5,500",3,2,255 E 10th St,1FJ,40.7286414,-73.9835903,10009
"4,000",2,1,531 E 12th St,2A J,40.7286491,-73.9797526,10009
"3,300",2,1,504 E 12th St,16,40.728681,-73.980973,10009
"3,600",2,1,504 E 12th St,13,40.728681,-73.980973,10009
"2,250",1,4,632 E 14th St,10,40.7286844,-73.9766501,10009
"2,795",2,1,523 E 12th St,2J,40.7287627,-73.9800931,10009
"2,575",1,1,E 10th St and 1st Ave,,40.7287833,-73.9844341,10009
"2,550",1,1,E 10th St and 1st Ave,,40.7287833,-73.9844341,10009
"3,195",2,1,E 10th St and 1st Ave,,40.7287833,-73.9844341,10009
"2,795",2,1,521 E 12th St,2J,40.7288018,-73.9801762,10009
"3,900",3,2,515 E 12th St,3J,40.7288645,-73.980442,10009
"3,550",2,2,500 E 12th St,9,40.7288796,-73.9810501,10009
"4,150",2,1,511 E 12th St,4F,40.7289298,-73.980601,10009
"2,495",2,1,530 E 13th St,16,40.7289323,-73.9795319,10009
"2,495",1,1,228 Avenue B,3,40.72923,-73.9783678,10009
"3,500",3,1,441 E 12th St,5E,40.7292695,-73.9815082,10009
"3,300",1,1,525 E 13th St,6I,40.7293409,-73.979636,10009
"3,300",2,1,525 E 13th St,7D,40.7293409,-73.979636,10009
"2,099",1,1,534 E 14th St,14A,40.7295342,-73.9788471,10009
"3,300",1,1,402 E 12th St,5,40.7297136,-73.9832085,10009
"2,650",1,1,438 E 13th St,A1,40.7298302,-73.981676,10009
"3,200",1,1,438 E 13th St,C3,40.7298302,-73.981676,10009
"5,295",1,2,432 E 13th St,3,40.7299039,-73.9818782,10009
"3,195",1,1,432 E 13th St,27,40.7299039,-73.9818782,10009
"3,195",1,1,432 E 13th St,23,40.7299039,-73.9818782,10009
"3,200",2,1,211 Avenue A,26,40.7299062,-73.9809368,10009
"3,400",2,1,211 Avenue A,5,40.7299062,-73.9809368,10009
"5,500",2,1,407 E 12th St,4FNW,40.7299733,-73.9828281,10009
"3,799",3,1,430 E 13th St,F66,40.7300261,-73.9819945,10009
"2,100",1,1,430 E 13th St,REAR8,40.7300261,-73.9819945,10009
"4,799",3,1,430 E 13th St,GR1,40.7300261,-73.9819945,10009
"5,000",4,1,430 E 13th St,GRF1,40.7300261,-73.9819945,10009
"3,450",2,1,200 1st Ave,8,40.7300543,-73.9832243,10009
"3,150",2,1,202 1st Ave,8J,40.73009,-73.9831033,10009
"3,095",1,1,416 E 13th St,3D,40.7301356,-73.9824143,10009
"4,995",1,6,416 E 13th St,6F,40.7301356,-73.9824143,10009
"3,300",2,1,219 Avenue A,5-R,40.7301415,-73.9807172,10009
"6,100",2,2,425 E 13th St,4C,40.7301722,-73.9818933,10009
"8,433",5,2,E 13th St and 1st Ave,,40.7306517,-73.9830602,10009
"1,895",1,2,220 1st Ave,3,40.7307318,-73.9827539,10009
"1,850",1,2,222 1st Ave,5,40.7308232,-73.982653,10009
"2,795",1,1,218 Avenue A,2RN,41.054625,-93.7934952,10009
"2,795",1,1,218 Avenue A,3RN,41.054625,-93.7934952,10009
"3,000",2,1,157 E 3rd St,C,41.2427304,-76.9984742,10009
"2,700",1,1,157 E 3rd St,GS,41.2427304,-76.9984742,10009
"3,200",1,1,143 Avenue B,4A,41.4049311,-93.5349431,10009
"6,500",2,2,143 Avenue B,9FG,41.4049311,-93.5349431,10009
"4,850",3,1,42 Avenue A,3D,41.8049799,-91.8732147,10009
"3,800",2,1,42 Avenue A,2H,41.8049799,-91.8732147,10009
"5,995",3,2,187 Avenue B,4J,41.8948753,-87.9615426,10009
"2,395",1,1,249 E 10th St,3B,42.12722,-80.076882,10009
"2,500",1,1,439 E 6th St,2F,42.1329449,-80.0750616,10009
"2,895",1,1,44 Avenue B,4C,42.25798,-86.273249,10009
"2,750",1,1,20 Avenue A,3H,42.3224517,-85.2140407,10009
"2,675",1,1,20 Avenue A,2G,42.3224517,-85.2140407,10009
"4,300",3,1,20 Avenue A,4A,42.3224517,-85.2140407,10009
"4,450",3,2,20 Avenue A,3C,42.3224517,-85.2140407,10009
"3,500",1,1,137 Avenue A,3B,42.6885046,-85.609264,10009
"3,095",2,1,174 Avenue B,2E,43.0995517,-86.2202795,10009
"2,900",1,1,158 E 7th St,C8,43.4550516,-76.4992041,10009
"2,950",2,1,224 Avenue B,11,44.4590704,-101.6187674,10009
"3,100",2,1,224 Avenue B,13,44.4590704,-101.6187674,10009
"4,300",1,1,100 Avenue A,4E,44.5417616,-95.3807723,10009
"2,895",1,1,182 Avenue A,6,45.1071421,-91.2849262,10009
"7,200",4,2,60 Avenue B,5RJ,45.2960415,-92.4439116,10009
"6,400",4,2,60 Avenue B,5CJ,45.2960415,-92.4439116,10009
"2,125",1,1,173 Avenue A,8B,45.4304888,-93.8040402,10009
"2,745",1,4,310 E 2nd St,E10,45.6008583,-121.1815347,10009
"2,199",1,1,107 E 2nd St,14,45.602318,-121.1834364,10009
"2,900",1,1,177 Avenue B,2BB,45.7833128,-102.4871233,10009
"2,200",1,9,209 E 4th St,A,46.7920382,-92.0999401,10009
"2,875",2,1,110 E 7th St,18,46.7927631,-92.1039829,10009
"2,495",1,1,533 E 5th St,13,48.1120805,-123.4276251,10009
"5,800",2,1,35 W 26th St,4,40.7445206,-73.9902307,10010
"3,800",1,1,119 E 26th St,1BJ,40.741879,-73.9839,10010
"16,500",3,3,122 E 25th St,2,40.7408207,-73.9844425,10010
"3,695",2,1,209 E 25th St,B,40.7400457,-73.981506,10010
"3,195",1,1,209 E 25th St,2-D,40.7400457,-73.981506,10010
"2,498",1,1,218 E 25th St,A2,40.7395244,-73.9813522,10010
"2,495",1,1,226 E 25th St,4A,40.7394391,-73.9811253,10010
"5,500",3,1,14 E 23rd St,4A,40.7407604,-73.9883821,10010
"4,150",2,1,393 2nd Ave,4,40.737749,-73.9813233,10010
"4,800",2,1,202 E 22nd St,3A,40.7380887,-73.9834181,10010
"9,300",6,2,365 1st Ave,4A,40.735956,-73.9796256,10010
"8,100",2,2,7 W 21st St,1906,40.7406848,-73.991316,10010
"17,139",3,3,7 W 21st St,PHD,40.7406848,-73.991316,10010
"12,081",2,2,7 W 21st St,PHA,40.7406848,-73.991316,10010
"4,800",3,2,256 3rd Ave,4,40.6781812,-73.9857819,10010
"2,250",1,1,21 E 21st St,2-A,40.6540736,-73.9604232,10010
"6,000",4,2,350 3rd Ave,3D,40.6753988,-73.9877428,10010
"5,833",2,2,350 3rd Ave,2B,40.6753988,-73.9877428,10010
"3,325",1,1,344 3rd Ave,11J,40.6755676,-73.9876016,10010
"4,595",2,2,344 3rd Ave,5F,40.6755676,-73.9876016,10010
"4,630",1,1,290 3rd Ave,23D,40.6772487,-73.9864424,10010
"3,450",1,2,290 3rd Ave,2C,40.6772487,-73.9864424,10010
"6,950",2,2,290 3rd Ave,24C,40.6772487,-73.9864424,10010
"6,500",2,2,77 W 24th St,4-C,40.6996006,-99.0828843,10010
"3,995",1,1,77 W 24th St,4H,40.6996006,-99.0828843,10010
"2,500",1,1,323 E 21st St,2D,40.7362157,-73.9805245,10010
"4,495",3,1,342 E 22nd St,4C,40.7362481,-73.9793968,10010
"2,395",1,9,315 E 21st St,5D,40.7363995,-73.9808544,10010
"3,600",1,1,301 E 21st St,5F,40.7366042,-73.9814134,10010
"3,600",2,1,244 E 21st St,14F,40.7366353,-73.9824074,10010
"5,500",1,1,385 1st Ave,8D,40.7367873,-73.9790282,10010
"4,300",1,1,385 1st Ave,11F,40.7367873,-73.9790282,10010
"5,400",2,2,20 Waterside Plz,200226,40.7368664,-73.972711,10010
"5,400",2,2,20 Waterside Plz,200356,40.7368664,-73.972711,10010
"2,333",1,2,20 Waterside Plz,200006,40.7368664,-73.972711,10010
"3,850",1,1,20 Waterside Plz,200602,40.7368664,-73.972711,10010
"3,500",1,1,10 Waterside Plz,37G,40.7368672,-73.9740576,10010
"3,233",1,1,10 Waterside Plz,104,40.7368672,-73.9740576,10010
"6,033",3,2,10 Waterside Plz,552,40.7368672,-73.9740576,10010
"2,850",1,2,10 Waterside Plz,100310,40.7368672,-73.9740576,10010
"3,850",1,1,10 Waterside Plz,100568,40.7368672,-73.9740576,10010
"4,633",2,2,10 Waterside Plz,92,40.7368672,-73.9740576,10010
"1,850",3,2,1st Ave and E 23rd St,,40.7368841,-73.9785259,10010
"3,690",1,1,321 E 22nd St,6F,40.736939,-73.9802505,10010
"2,815",1,6,321 E 22nd St,5F,40.736939,-73.9802505,10010
"3,690",1,1,321 E 22nd St,6U,40.736939,-73.9802505,10010
"2,675",1,2,321 E 22nd St,3C,40.736939,-73.9802505,10010
